X,Y,OBJECTID,cdestacao,ano,sguf,entidade,corpodagua,ambiente,nuod,medod,minod,maxod,devod,latitude,longitude
-68.745167,-11.0176389996455,1,13459000,2020,AC,Sema,Rio Acre,1,5,6.78,6.18,7.5,0.525214,-11.017639,-68.745167
-38.238056,-12.0144439996153,2,RCNSAU800,2020,BA,INEMA,Sauípe,1,2,5.93,5.89,5.97,0.056569,-12.014444,-38.238056
-42.343444,-10.9847779996465,3,VJRVRD650,2020,BA,INGÁ,Rio Verde,1,2,2.015,1.45,2.58,0.799031,-10.984778,-42.343444
-53.571244,-19.3775629994087,4,00MS15RV2344,2020,MS,IMASUL,Rio Verde,1,5,7.64,6.6,8.4,0.654217,-19.377563,-53.571244
-61.4406,2.87079999990551,5,14680002,2020,RR,FEMARH,RIO MUCAJAÍ,1,6,6.995,6.29,7.7,0.495045,2.8708,-61.4406
-52.9003999999999,-31.7157999991557,6,88549000,2020,RS,FEPAM,Rio Piratini,1,5,9.338,8.47,10.31,0.733192,-31.7158,-52.9004
-52.1858,-21.8477999993476,7,PARN02740,2020,SP,CETESB,Rio Paraná,1,7,7.328571,6,8,0.756559,-21.8478,-52.1858
-49.930538,-10.5828439996589,8,26799000,2020,TO,SEMARH - TOCANTINS ,Rio Formoso,1,5,7.124,6.54,7.74,0.483766,-10.582844,-49.930538
-49.935907,-10.5614459996595,9,26800001,2020,TO,SEMARH - TOCANTINS ,Rio Javaés,1,5,7.126,6.19,7.76,0.578904,-10.561446,-49.935907
-49.2748359999999,-8.36245499972808,10,27500001,2020,TO,SEMARH - TOCANTINS ,Rio Araguaia,1,4,6.5275,4.62,8.19,1.726391,-8.362455,-49.274836
-48.296282,-7.20754899976478,11,28200001,2020,TO,SEMARH - TOCANTINS ,Rio Lontra,1,4,23.645,4.27,80.54,37.931171,-7.207549,-48.296282
-48.635905,-6.56597299978528,12,28270000,2020,TO,SEMARH - TOCANTINS ,Rio Lontra,1,4,57.21,6.32,110.21,58.551125,-6.565973,-48.635905
-48.529668,-6.40286899979055,13,28300001,2020,TO,SEMARH - TOCANTINS ,Rio Araguaia,1,4,7.1725,5.56,8.93,1.554378,-6.402869,-48.529668
-48.352071,-6.35679999979204,14,28321000,2020,TO,SEMARH - TOCANTINS,RIO CORDA,1,4,6.595,4.46,8.29,1.784012,-6.3568,-48.352071
-48.177341,-5.78920099981031,15,28845000,2020,TO,SEMARH - TOCANTINS ,Rio São Martinho,1,4,7.385,6.64,7.91,0.559434,-5.789201,-48.177341
-48.1721279999999,-5.70950599981292,16,28850001,2020,TO,SEMARH - TOCANTINS ,Rio Araguaia,1,4,7.475,6.43,8.88,1.104732,-5.709506,-48.172128
-72.770613,-8.93639999970999,17,12369000,2020,AC,SEMA,Rio Juruá,1,4,6.385,5.96,7.07,0.483632,-8.9364,-72.770613
-72.7335849999999,-8.25394899973153,18,12389000,2020,AC,SEMA,Rio Juruá,1,4,6.175,5.75,6.51,0.379517,-8.253949,-72.733585
-72.7187309999999,-7.60107699975223,19,12430000,2020,AC,Sema,Rio Moa,1,5,5.378,3.86,6.79,1.41925,-7.601077,-72.718731
-72.6606649999999,-7.63453799975116,20,12500004,2020,AC,Sema,Rio Juruá,1,5,5.766,4.49,7.42,1.116906,-7.634538,-72.660665
-71.9525,-9.18829999970213,21,12557000,2020,AC,SEMA,Rio Tarauacá,1,4,7.5375,7.3,7.83,0.222467,-9.1883,-71.9525
-70.7456666699999,-8.15191666673475,22,12600002,2020,AC,Sema,Rio Tarauacá,1,5,6.934,6.15,8.39,0.859116,-8.15191667,-70.74566667
-70.3895833299999,-8.16683333273425,23,12660000,2020,AC,Sema,Rio Envira,1,5,6.58,5.38,7.67,0.814402,-8.16683333,-70.38958333
-70.4941899999999,-9.43425999969442,24,13169900,2020,AC,SEMA,Rio Purus,1,4,7.0025,6.19,7.7,0.62088,-9.43426,-70.49419
-69.276056,-8.88858299971149,25,13190000,2020,AC,Sema,Rio Purus,1,18,5.551111,3.73,7.94,1.053872,-8.888583,-69.276056
-68.6616529999999,-9.0810609997055,26,13408000,2020,AC,Sema,Rio Iaco,1,5,6.942,3.75,9.34,2.12984,-9.081061,-68.661653
-69.566694,-10.9446109996478,27,13438000,2020,AC,Sema,Rio Acre,1,5,7.33,6.48,8.35,0.736648,-10.944611,-69.566694
-68.506583,-10.6499169996568,28,13550001,2020,AC,Sema,Rio Acre,1,5,6.712,5.95,7.48,0.553417,-10.649917,-68.506583
-67.778222,-9.95783299967813,29,13601000,2020,AC,Sema,Rio Acre,1,5,6.322,5.38,6.93,0.612103,-9.957833,-67.778222
-67.532944,-9.59066699968954,30,13610001,2020,AC,Sema,Rio Acre,1,5,5.998,5.32,6.37,0.428334,-9.590667,-67.532944
-67.532889,-9.59072199968957,31,13770000,2020,AC,Sema,Rio Iquiri,1,5,5.474,4.59,6.24,0.686098,-9.590722,-67.532889
-67.1838059999999,-10.3376939996664,32,15324300,2020,AC,Sema,Rio Abunã,1,5,5.686,4.42,7.06,1.234273,-10.337694,-67.183806
-35.4356,-9.01079999970769,33,39622000,2020,AL,SEMARH,Rio Manguaba,1,2,6.15,5.8,6.5,0.494975,-9.0108,-35.4356
-35.5397,-9.15919999970301,34,39650010,2020,AL,SEMARH,Rio Camaragibe,1,2,5.7,5.1,6.3,0.848528,-9.1592,-35.5397
-35.7316,-9.44389999969411,35,39652010,2020,AL,SEMARH,Rio Meirim,1,2,8.085,7.57,8.6,0.72832,-9.4439,-35.7316
-36.0357,-9.15489999970315,36,39740010,2020,AL,SEMARH,Rio Mundaú,1,2,7.46,7.42,7.5,0.056569,-9.1549,-36.0357
-35.8102,-9.66029999968739,37,39761600,2020,AL,SEMARH,Rio dos Remédios,1,2,6.495,6.4,6.59,0.13435,-9.6603,-35.8102
-35.7066,-9.59529999968941,38,39762000,2020,AL,SEMARH,Rio Jacarecica,1,2,4.9,2.6,7.2,3.252691,-9.5953,-35.7066
-35.6894,-9.53029999969143,39,39762100,2020,AL,SEMARH,Rio Pratagy,1,2,5.4,5.1,5.7,0.424264,-9.5303,-35.6894
-35.86,-9.46759999969338,40,39770010,2020,AL,SEMARH,Rio Mundaú,1,2,3.61,3.2,4.02,0.579828,-9.4676,-35.86
-36.4825999999999,-9.30159999969857,41,39840000,2020,AL,SEMARH,Rio Paraiba,1,2,8.1,7.3,8.9,1.131371,-9.3016,-36.4826
-36.0228,-9.50669999969218,42,39870001,2020,AL,SEMARH,Rio Paraíba,1,2,4.48,1.8,7.16,3.790092,-9.5067,-36.0228
-36.0327,-9.70159999968607,43,39901900,2020,AL,SEMARH,Rio Sumauma,1,2,7.515,7.5,7.53,0.021213,-9.7016,-36.0327
-35.8949,-9.82789999968216,44,39930000,2020,AL,SEMARH,Rio Niquim,1,2,6.91,5.4,8.42,2.135462,-9.8279,-35.8949
-35.9387,-9.78939999968337,45,39932000,2020,AL,SEMARH,Rio Niquim,1,2,6.465,5.93,7,0.756604,-9.7894,-35.9387
-36.2843999999999,-9.68589999968659,46,39950010,2020,AL,SEMARH,Rio São Miguel,1,4,6.5125,4.4,7.85,1.533175,-9.6859,-36.2844
-36.2843999999999,-9.68589999968659,47,39950010,2020,AL,SEMARH,Rio São Miguel,1,4,6.5125,4.4,7.85,1.533175,-9.6859,-36.2844
-36.2178999999999,-9.81509999968259,48,39950600,2020,AL,SEMARH,Rio Jequiá ou Ipioca,1,2,7.925,7.9,7.95,0.035355,-9.8151,-36.2179
-36.1360999999999,-9.8920999996802,49,39952000,2020,AL,SEMARH,Rio Jequiá ou Ipioca,1,2,7,6.6,7.4,0.565685,-9.8921,-36.1361
-36.5038999999999,-9.7435999996848,50,39970001,2020,AL,SEMARH,Rio Coruripe,1,2,9.15,6.7,11.6,3.464823,-9.7436,-36.5039
-36.2972,-10.0310999996759,51,39980001,2020,AL,SEMARH,Rio Coruripe,1,2,7.6,7.3,7.9,0.424264,-10.0311,-36.2972
-36.3497,-10.1622999996718,52,49590000,2020,AL,SEMARH,Rio Piauí,1,2,7.05,7,7.1,0.070711,-10.1623,-36.3497
-36.513,-10.1444999996724,53,49598910,2020,AL,SEMARH,Rio Perucaba,1,2,4.95,2.4,7.5,3.606245,-10.1445,-36.513
-36.6654,-9.78339999968358,54,49599000,2020,AL,SEMARH,Riacho Jurubeba (Per,1,2,4.7,3.1,6.3,2.262742,-9.7834,-36.6654
-36.4777,-9.93329999967893,55,49599800,2020,AL,SEMARH,Rio Piauí,1,2,6.75,6.3,7.2,0.636396,-9.9333,-36.4777
-36.6093,-10.1287999996729,56,49610000,2020,AL,SEMARH,Rio Boacica,1,2,7.3,6.6,8,0.989949,-10.1288,-36.6093
-36.9499,-9.64999999968773,57,49655000,2020,AL,SEMARH,Rio Traipu,1,2,6.65,6,7.3,0.919239,-9.65,-36.9499
-38.538422,-4.04322899986704,58,PCT-18,2020,CE,COGERH,Pacoti,2,18,7.523889,5.45,10.05,1.226238,-4.043229,-38.538422
-60.570556,-3.32638899989049,59,14090000,2020,AM,SEMA/AM,Rio Solimões,1,2,4.325,3.44,5.21,1.251579,-3.326389,-60.570556
-59.833611,-3.19611099989478,60,14101100,2020,AM,SEMA/AM,Rio Amazonas,1,2,4.44,3.22,5.66,1.725341,-3.196111,-59.833611
-60.631111,-3.24833299989304,61,14222000,2020,AM,SEMA/AM,Rio Miriti - Montante,1,2,5.425,5.21,5.64,0.304056,-3.248333,-60.631111
-60.5977779999999,-3.30027799989133,62,14223000,2020,AM,SEMA/AM,Rio Miriti,1,2,6.79,6.6,6.98,0.268701,-3.300278,-60.597778
-60.035556,-3.11333299989748,63,14279000,2020,AM,SEMA/AM,Igararapé do Franco (montante),1,2,0.415,0.35,0.48,0.091924,-3.113333,-60.035556
-60.031667,-3.11361099989745,64,14279050,2020,AM,SEMA/AM,Igarapé do Franco (junsante),1,2,0.52,0.44,0.6,0.113137,-3.113611,-60.031667
-60.9366669999999,-2.61888899991371,65,14901000,2020,AM,SEMA/AM,Rio Negro,1,2,5.18,3.98,6.38,1.697056,-2.618889,-60.936667
-60.1025,-3.06555599989905,66,14910900,2020,AM,SEMA/AM,Rio Negro (Ponta Negra),1,2,5.335,3.69,6.98,2.326381,-3.065556,-60.1025
-60.099444,-2.91527799990397,67,14940050,2020,AM,SEMA/AM,Rio Tarumã - Montante,1,2,6.545,5.84,7.25,0.997021,-2.915278,-60.099444
-60.0583329999999,-3.03694399989998,68,14940100,2020,AM,SEMA/AM,Rio Tarumã - Jusante,1,2,6.74,4.6,8.88,3.026417,-3.036944,-60.058333
-60.021944,-3.09749999989801,69,14970100,2020,AM,SEMA/AM,Igarapé do Mindú (Milênio),1,2,0.945,0.43,1.46,0.72832,-3.0975,-60.021944
-60.0083329999999,-3.13666699989669,70,14981000,2020,AM,SEMA/AM,Igarapé do Quarenta (PAC),1,2,0.765,0.27,1.26,0.700036,-3.136667,-60.008333
-60.061111,-3.11499999989742,71,14990100,2020,AM,SEMA/AM,Rio Negro (Captação de Água),1,2,4.975,3.51,6.44,2.071823,-3.115,-60.061111
-59.822778,-3.02027799990054,72,15221000,2020,AM,SEMA/AM,Rio Puraquequara,1,2,6.67,5.65,7.69,1.442498,-3.020278,-59.822778
-60.033333,-3.79499999987517,73,15261600,2020,AM,SEMA/AM,Igarapé do São Raimundo,1,2,0.655,0.32,0.99,0.473762,-3.795,-60.033333
-58.02,-2.75111099990938,74,16009000,2020,AM,SEMA/AM,Rio Urubu,1,2,5.88,5.36,6.4,0.735391,-2.751111,-58.02
-58.437222,-3.16277799989585,75,16009900,2020,AM,SEMA/AM,Rio Amazonas,1,2,5.435,4.67,6.2,1.081873,-3.162778,-58.437222
-59.483333,-1.9380559999361,76,16091000,2020,AM,SEMA/AM,Rio Uatumã (Lago de Balbina),1,2,6.77,6.3,7.24,0.66468,-1.938056,-59.483333
-59.335278,-2.10888899993049,77,16091100,2020,AM,SEMA/AM,Rio Uatumã (Ramal da Morena),1,2,5.995,5.77,6.22,0.318198,-2.108889,-59.335278
-58.206667,-2.8347219999066,78,16230000,2020,AM,SEMA/AM,Rio Itabani,1,2,6.645,6.32,6.97,0.459619,-2.834722,-58.206667
-60.029167,-2.0447219999326,79,16231050,2020,AM,SEMA/AM,Rio Urubuí (corredeira urubuí),1,2,7.665,7.45,7.88,0.304056,-2.044722,-60.029167
-59.371389,-2.66305599991222,80,16239000,2020,AM,SEMA/AM,Rio Preto (montante),1,2,7.09,6.7,7.48,0.551543,-2.663056,-59.371389
-59.7038889999999,-2.69944399991107,81,16239100,2020,AM,SEMA/AM,Rio Preto  (Balneario),1,2,6.9,6.87,6.93,0.042426,-2.699444,-59.703889
-42.680556,-14.2844439995482,82,CNDCER002,2020,BA,INEMA,Açude Ceraíma,2,5,6.448,4.79,7.35,0.976125,-14.284444,-42.680556
-43.188667,-12.6882219995951,83,CNDRSF300,2020,BA,INGÁ,Rio São Francisco,1,6,6.99,5.42,8.16,1.156858,-12.688222,-43.188667
-42.225,-14.5061109995418,84,CONANT100,2020,BA,INEMA,do Antônio,1,5,10.368,4.51,15.3,5.272141,-14.506111,-42.225
-41.2549999999999,-14.7309999995353,85,CONBAG001,2020,BA,INEMA,Barragem Anagé,2,6,6.663333,1.48,9.02,2.965486,-14.731,-41.255
-41.22361,-14.6889999995366,86,CONBAG002,2020,BA,INEMA,Barragem Anagé,2,6,7.348333,6.01,9.1,1.156969,-14.689,-41.22361
-41.18722,-14.6329999995382,87,CONBAG003,2020,BA,INEMA,Barragem Anagé,2,6,6.763333,5.49,8.05,0.911651,-14.633,-41.18722
-41.6615639999999,-14.2205919995501,88,CONBAT001,2020,BA,INEMA,de Contas,1,6,6.131667,5.14,8.96,1.429691,-14.220592,-41.661564
-41.823,-13.5955829995683,89,CONBRU150,2020,BA,INGÁ,Rio Brumado,1,6,5.238333,4.7,6.22,0.538606,-13.595583,-41.823
-41.4037499999999,-14.9809999995282,90,CONBTR001,2020,BA,INEMA,Barragem Tremendal,2,6,7.355,6.22,7.96,0.66941,-14.981,-41.40375
-42.267889,-13.8284169995615,91,CONCAE004,2020,BA,INEMA,Barragem Wilson Gouvêa,2,4,5.49,3.02,6.84,1.696133,-13.828417,-42.267889
-41.6097779999999,-13.3609999995752,92,CONCON200,2020,BA,INGÁ,Rio de Contas,1,6,6.603333,4.06,7.97,1.500515,-13.361,-41.609778
-41.60714,-13.5626099995692,93,CONCON250,2020,BA,INEMA,de Contas,1,6,5.928333,4.12,7.15,1.102949,-13.56261,-41.60714
-41.443,-14.014527999556,94,CONCON360,2020,BA,INGÁ,Rio de Contas,1,6,5.711667,5.14,6.52,0.535889,-14.014528,-41.443
-41.215111,-14.1574169995519,95,CONCON400,2020,BA,INGÁ,Rio de Contas,1,6,7.233333,5.54,10.5,1.710107,-14.157417,-41.215111
-40.2156669999999,-13.8711699995602,96,CONCON500,2020,BA,INGÁ,Rio de Contas,1,6,6.868333,5.49,9.13,1.426316,-13.87117,-40.215667
-40.0811669999999,-13.8649719995604,97,CONCON550,2020,BA,INGÁ,Rio de Contas,1,6,4.67,2.18,6.37,1.626493,-13.864972,-40.081167
-39.6991599999999,-14.152999999552,98,CONCON630,2020,BA,INEMA,de Contas,1,6,6.053333,5.14,7.84,0.973646,-14.153,-39.69916
-39.5407499999999,-14.2079719995504,99,CONCON700,2020,BA,INGÁ,Rio de Contas,1,6,6.136667,5.13,7,0.645187,-14.207972,-39.54075
-39.2941109999999,-14.3134439995474,100,CONCON800,2020,BA,INGÁ,Rio de Contas,1,5,6.414,4.92,7.12,0.924219,-14.313444,-39.294111
-39.04889,-14.290999999548,101,CONCON900,2020,BA,INEMA,de Contas,1,6,6.231667,5.8,6.82,0.447679,-14.291,-39.04889
-42.2746109999999,-14.5462779995407,102,CONCOX001,2020,BA,INEMA,Açude de Comocoxico,2,5,6.548,4.49,8.72,1.502887,-14.546278,-42.274611
-39.642778,-14.0647219995546,103,CONFOR400,2020,BA,INEMA,Formigas,1,3,1.303333,0.97,1.93,0.543078,-14.064722,-39.642778
-41.7800829999999,-14.884471999531,104,CONGAV200,2020,BA,INEMA,Gavião,1,3,6.403333,5.52,7.89,1.29508,-14.884472,-41.780083
-41.1374999999999,-14.6098329995389,105,CONGAV500,2020,BA,INGÁ,Rio Gavião,1,6,4.298333,2.72,5.94,1.05997,-14.609833,-41.1375
-39.904167,-14.4363889995438,106,CONGGJ200,2020,BA,INEMA,Gongoji,1,6,7.39,6.2,8.36,0.767307,-14.436389,-39.904167
-39.46399,-14.325849999547,107,CONGGJ400,2020,BA,INGÁ,Rio Gongoji,1,6,7.701667,7.07,8.5,0.466708,-14.32585,-39.46399
-41.8502779999999,-13.096666999583,108,CONGRT900,2020,BA,INEMA,Gritador,1,6,5.701667,4.67,7.16,0.892803,-13.096667,-41.850278
-40.077389,-13.8645199995604,109,CONJQZ100,2020,BA,INGÁ,Rio Jequiezinho,1,6,6.241667,1.24,10.7,3.492726,-13.86452,-40.077389
-42.238333,-14.0238889995558,110,CONLRE011,2020,BA,INEMA,Barragem de São Pedro,2,5,7.444,6.05,10.4,1.728274,-14.023889,-42.238333
-42.16477,-13.845609999561,111,CONLST100,2020,BA,INGÁ,Lagoa de São Timóteo,2,4,6.0925,2.46,14.9,5.909695,-13.84561,-42.16477
-40.267779,-14.4406679995437,112,CONMUL800,2020,BA,INEMA,Mulheres,1,4,4.78,4.26,5.76,0.697997,-14.440668,-40.267779
-39.3455559999999,-14.1502779995521,113,CONORI700,2020,BA,INEMA,Oricó Grande,1,6,6.053333,5.01,6.95,0.731756,-14.150278,-39.345556
-41.2895559999999,-14.0282499995557,114,CONORV100,2020,BA,INGÁ,Rio do Ourives,1,5,5.858,4.93,7.54,1.05177,-14.02825,-41.289556
-39.843583,-14.2873329995481,115,CONPEX400,2020,BA,INGÁ,Rio do Peixe,1,2,4.495,2.52,6.47,2.793072,-14.287333,-39.843583
-39.66586,-14.1844699995511,116,CONPEX900,2020,BA,INGÁ,Rio do Peixe,1,6,5.506667,1.84,7.34,1.98248,-14.18447,-39.66586
-39.0038999999999,-14.22359999955,117,CONPIR600,2020,BA,INEMA,Piracanga,1,6,6.213333,5.19,7.39,0.759175,-14.2236,-39.0039
-40.0930559999999,-14.7691669995343,118,CONPOM900,2020,BA,INEMA,Pombas,1,5,6.854,4.48,8.25,1.493479,-14.769167,-40.093056
-41.0358879999999,-13.7618859995634,119,CONSRA300,2020,BA,INEMA,Rio Sincorá,1,5,6.476,5.93,7.04,0.486857,-13.761886,-41.035888
-42.320375,-14.5481359995406,120,CONTRU001,2020,BA,INEMA,Barrgem do Truvisco,2,5,6.52,5.8,7.14,0.515315,-14.548136,-42.320375
-44.76275,-13.5388809995699,121,CRBARJ800,2020,BA,INEMA,Arrojado,1,4,6.94,6.4,7.5,0.470177,-13.538881,-44.76275
-45.400278,-13.5186109995706,122,CRBCRT200,2020,BA,INEMA,Corrente,1,4,6.1875,5.21,6.89,0.711354,-13.518611,-45.400278
-44.636361,-13.3401109995758,123,CRBCRT400,2020,BA,INEMA,Corrente,1,4,7.0525,6.81,7.43,0.280995,-13.340111,-44.636361
-44.336739,-13.3985309995741,124,CRBCRT500,2020,BA,INEMA,Corrente,1,6,7.778333,6.9,8.6,0.637508,-13.398531,-44.336739
-44.198181,-13.401280999574,125,CRBCRT550,2020,BA,INEMA,Corrente,1,6,7.491667,6.97,8.42,0.526628,-13.401281,-44.198181
-43.908583,-13.2931389995772,126,CRBCRT700,2020,BA,INEMA,Corrente,1,6,7.03,6.04,8.1,0.784933,-13.293139,-43.908583
-43.540806,-13.1494999995814,127,CRBCRT800,2020,BA,INEMA,Corrente,1,5,7.126,6.27,7.92,0.757582,-13.1495,-43.540806
-44.4604199999999,-13.6305499995673,128,CRBFOM400,2020,BA,INEMA,Formoso,1,4,6.9725,6.46,7.61,0.542118,-13.63055,-44.46042
-44.3941389999999,-13.604193999568,129,CRBFOM500,2020,BA,INEMA,Formoso,1,4,6.915,6.63,7.31,0.290459,-13.604194,-44.394139
-44.6215829999999,-13.1850829995804,130,CRBGUA400,2020,BA,INEMA,Guará,1,4,6.885,6.57,7.3,0.317753,-13.185083,-44.621583
-45.080278,-13.980277999557,131,CRBPRT800,2020,BA,INEMA,Pratudão,1,4,6.7375,6.22,7.28,0.50783,-13.980278,-45.080278
-43.7666109999999,-14.3093609995475,132,CRBRSF120,2020,BA,INEMA,São Francisco,1,5,6.424,5.57,7.67,0.776872,-14.309361,-43.766611
-43.4348889999999,-13.2548059995783,133,CRBRSF220,2020,BA,INEMA,São Francisco,1,6,7.156667,5.97,8.65,0.916115,-13.254806,-43.434889
-43.4646109999999,-13.0891109995832,134,CRBRSF250,2020,BA,INEMA,São Francisco,1,6,7.025,5.4,9.03,1.3503,-13.089111,-43.464611
-43.41,-12.9099999995885,135,CRBRSF270,2020,BA,INEMA,São Francisco,1,6,7.045,5.46,7.98,0.941589,-12.91,-43.41
-43.925667,-12.7612499995929,136,CRBSRD100,2020,BA,INEMA,Arrojado,1,2,5.94,5.63,6.25,0.438406,-12.76125,-43.925667
-44.5647499999999,-14.3450559995465,137,CRNCRN600,2020,BA,INEMA,Carinhanha,1,4,6.595,6.03,7.31,0.534759,-14.345056,-44.56475
-44.2671109999999,-14.2450559995494,138,CRNCRN700,2020,BA,INEMA,Carinhanha,1,4,6.5875,6.14,7.08,0.386383,-14.245056,-44.267111
-44.6216669999999,-14.2344439995497,139,CRNIGR440,2020,BA,INEMA,Balsas,1,4,6.545,6.02,7.23,0.512803,-14.234444,-44.621667
-44.525389,-14.2654719995487,140,CRNIGR450,2020,BA,INGÁ,Itaguari,1,4,6.5975,6.2,7.2,0.46306,-14.265472,-44.525389
-39.4298459999999,-16.556080999484,141,FBSBRA900,2020,BA,INEMA,Braço Norte,1,5,5.87,5.17,6.88,0.730856,-16.556081,-39.429846
-39.68166,-16.3908299994885,142,FBSBRH250,2020,BA,INEMA,Cabeceira de Pedras,1,5,6.404,5.36,7.62,0.831463,-16.39083,-39.68166
-39.587306,-16.4133889994879,143,FBSBRH300,2020,BA,INGÁ,Buranhém,1,6,6.07,4.98,6.71,0.77271,-16.413389,-39.587306
-39.2859999999999,-16.3927999994885,144,FBSBRH500,2020,BA,INGÁ,Buranhém,1,6,6.74,5.05,8.32,1.16112,-16.3928,-39.286
-39.449806,-16.7173889994795,145,FBSCIV400,2020,BA,INGÁ,Caraíva,1,6,6.191667,5.09,7.69,0.894705,-16.717389,-39.449806
-39.541333,-16.6168329994823,146,FBSFRD300,2020,BA,INGÁ,Rio dos Frades,1,6,5.863333,4.78,7.06,0.891418,-16.616833,-39.541333
-39.1422219999999,-16.6419439994816,147,FBSFRD800,2020,BA,INEMA,dos Frades,1,6,5.101667,3.7,7.66,1.492614,-16.641944,-39.142222
-39.584694,-16.2668889994919,148,FBSJTB200,2020,BA,INGÁ,João de Tiba,1,6,5.16,2.93,8.02,1.708894,-16.266889,-39.584694
-39.12875,-16.2599439994922,149,FBSJTB400,2020,BA,INGÁ,João de Tiba,1,6,5.89,4.67,6.79,0.869138,-16.259944,-39.12875
-40.15406,-16.5739999994835,150,FBSPEX050,2020,BA,INEMA,do Peixe / Buranhem,1,3,6.77,6.24,7.62,0.743572,-16.574,-40.15406
-39.278833,-16.1322219994957,151,FBSSTA100,2020,BA,INGÁ,Santo Antônio,1,6,7.655,7.07,8.65,0.612723,-16.132222,-39.278833
-45.66139,-11.9158299996183,152,GRDBAL990,2020,BA,INEMA,Limpo,1,6,4.586667,0.66,7.71,2.2878,-11.91583,-45.66139
-45.2247199999999,-11.7727799996226,153,GRDBMJ980,2020,BA,INEMA,Mosquito,1,3,7.066667,6.23,7.83,0.802517,-11.77278,-45.22472
-45.84908,-12.2989999996068,154,GRDBOR700,2020,BA,INEMA,Riacho Brejo Velho,1,6,5.366667,3.25,7.93,1.544522,-12.299,-45.84908
-45.1172,-12.4129999996033,155,GRDCPD500,2020,BA,INEMA,das Fêmeas,1,6,3.831667,0.1,6.08,2.371518,-12.413,-45.1172
-45.25139,-12.4722199996015,156,GRDFEM300,2020,BA,INEMA,Rio Ponta D´água,1,5,6.848,6.43,7.26,0.336853,-12.47222,-45.25139
-45.117194,-12.4126939996033,157,GRDFEM400,2020,BA,INGÁ,Rio das Fêmeas,1,5,6.852,6.42,7.79,0.586916,-12.412694,-45.117194
-45.0033299999999,-12.1479999996113,158,GRDGAL900,2020,BA,INEMA,Grande,1,5,5.968,5.01,6.91,0.680676,-12.148,-45.00333
-45.20028,-12.489999999601,159,GRDGAL980,2020,BA,INEMA,Preto,1,5,6.406,6.14,7.2,0.450755,-12.49,-45.20028
-45.0033329999999,-12.1484719996113,160,GRDGRD250,2020,BA,INGÁ,Rio Grande,1,5,6.768,5.76,7.51,0.654729,-12.148472,-45.003333
-44.967972,-12.1198889996121,161,GRDGRD300,2020,BA,INGÁ,Rio Grande,1,5,6.664,6.2,7.12,0.39488,-12.119889,-44.967972
-43.8262779999999,-11.3451389996355,162,GRDGRD700,2020,BA,INGÁ,Rio Grande,1,3,5.99,5.49,6.82,0.723809,-11.345139,-43.826278
-43.3713329999999,-11.1553059996413,163,GRDGRD800,2020,BA,INGÁ,Rio Grande,1,6,4.771667,3.51,6.2,0.86481,-11.155306,-43.371333
-45.81186,-12.1179999996122,164,GRDGRD990,2020,BA,INEMA,Cabeceira de Pedras,1,6,5.658333,4.13,6.98,0.984508,-12.118,-45.81186
-45.9000829999999,-11.8536109996201,165,GRDLIM900,2020,BA,INEMA,Branco,1,6,5.226667,0.1,8.46,3.030259,-11.853611,-45.900083
-45.928333,-12.6888889995951,166,GRDMOQ700,2020,BA,INEMA,Rio Riachão,1,5,5.078,4.17,6.5,1.076648,-12.688889,-45.928333
-45.85083,-12.6897199995951,167,GRDMOQ900,2020,BA,INEMA,Rio de Janeiro,1,5,6.064,5.44,6.87,0.546379,-12.68972,-45.85083
-45.58,-11.9929999996159,168,GRDPAG600,2020,BA,INEMA,Borá,1,6,3.703333,0.1,7.86,2.584923,-11.993,-45.58
-43.9474719999999,-11.2364169996389,169,GRDPRT850,2020,BA,INGÁ,Rio Preto,1,3,5.87,5.48,6.39,0.468722,-11.236417,-43.947472
-45.7624999999999,-11.7124999996244,170,GRDRBR150,2020,BA,INEMA,São Francisco,1,6,3.818333,0.1,8.37,2.648316,-11.7125,-45.7625
-45.6099199999999,-11.7869999996222,171,GRDRBR200,2020,BA,INEMA,Branco,1,6,5.71,2.15,7.82,1.908046,-11.787,-45.60992
-45.190556,-11.8069439996215,172,GRDRBR300,2020,BA,INEMA,Aipim,1,4,7.2725,6.66,8.03,0.567649,-11.806944,-45.190556
-44.942889,-12.0061939996155,173,GRDRBR400,2020,BA,INGÁ,Rio Branco,1,5,6.678,6,7.35,0.528649,-12.006194,-44.942889
-45.90194,-11.8730599996195,174,GRDRJN300,2020,BA,INEMA,Campo Formoso,1,6,5.078333,2.23,7.82,1.902161,-11.87306,-45.90194
-45.680556,-11.9033329996186,175,GRDRJN380,2020,BA,INEMA,Inchu,1,6,5.613333,2.5,7.39,1.71612,-11.903333,-45.680556
-45.610583,-11.8983889996188,176,GRDRJN400,2020,BA,INGÁ,Rio de Janeiro,1,6,6.578333,3.63,8.68,1.682301,-11.898389,-45.610583
-45.20694,-11.8469399996203,177,GRDRJN900,2020,BA,INEMA,Itapicuru-Açu,1,4,7.23,6.42,8.02,0.671466,-11.84694,-45.20694
-45.8650299999999,-12.3769999996044,178,GRDRON100,2020,BA,INEMA,de Ondas,1,6,4.791667,0.44,8.83,2.702261,-12.377,-45.86503
-45.0681109999999,-12.1172219996122,179,GRDRON600,2020,BA,INGÁ,Rio de Ondas,1,5,6.132,4.86,7.68,1.162097,-12.117222,-45.068111
