OBJECTID,CD_GEOCODM,SHAPE_LENG,ANO_BASE,ID_ESTADO,NOME,ID_MUNICIP,OBJECTID_12,AA_REF,AA_MALHA,PAI_CD,MUN_CD,MUN_CD_FINAL,MUN_NM,MUN_NM_FINAL,MUN_NM_UF_FINAL,EST_NM,EST_NM_FINAL,EST_SIGLA_FINAL,RGE_NM,RGE_NM_FINAL,RETIRADA_HU_M3_S,CONSUMO_HU_M3_S,RETORNO_HU_M3_S,RETIRADA_HR_M3_S,CONSUMO_HR_M3_S,RETORNO_HR_M3_S,RETIRADA_IT_M3_S,CONSUMO_IT_M3_S,RETORNO_IT_M3_S,RETIRADA_MN_M3_S,CONSUMO_MN_M3_S,RETORNO_MN_M3_S,RETIRADA_TE_M3_S,CONSUMO_TE_M3_S,RETORNO_TE_M3_S,RETIRADA_AN_M3_S,CONSUMO_AN_M3_S,RETORNO_AN_M3_S,RETIRADA_IR_M3_S,CONSUMO_IR_M3_S,RETORNO_IR_M3_S,RETIRADA_TOTAL_M3_S,CONSUMO_TOTAL_M3_S,RETORNO_TOTAL_M3_S,SHAPEAREA,SHAPELEN
285,1508001,3.6572269,2013,15,Tomé-Açu,1508001,285,2030,2013,BR,1508001,1508001,TomÃ©-AÃ§u,Tomé-Açu,PA - Tomé-Açu,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.15767198,0.0315344,0.12613759,0.03667014,0.02933611,0.00733403,0.01230116,0.00062791,0.01167324,0,0,0,0,0,0,0.06145397,0.04821663,0.01323735,0.10665093,0.07662289,0.03002804,0.37474818,0.18633794,0.18841024,0,0
286,1508035,2.08321965,2013,15,Tracuateua,1508035,286,2030,2013,BR,1508035,1508035,Tracuateua,Tracuateua,PA - Tracuateua,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.04585598,0.0091712,0.03668478,0.01911111,0.01528889,0.00382222,0.00028333,5.738e-05,0.00022596,0,0,0,0,0,0,0.00812469,0.00645642,0.00166828,0.00053057,0.00040408,0.00012649,0.07390568,0.03137796,0.04252772,0,0
287,1508050,7.14497129,2013,15,Trairão,1508050,287,2030,2013,BR,1508050,1508050,TrairÃ£o,Trairão,PA - Trairão,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.03654181,0.00730836,0.02923345,0.01013194,0.00810556,0.00202639,0.00059111,0.00011822,0.00047289,0.00019384,8.851e-05,0.00010533,0,0,0,0.1035428,0.08240396,0.02113884,0.00200064,0.00179775,0.00020289,0.15300215,0.09982236,0.05317979,0,0
288,1508084,2.36408547,2013,15,Tucumã,1508084,288,2030,2013,BR,1508084,1508084,TucumÃ£,Tucumã,PA - Tucumã,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.05184797,0.01036959,0.04147838,0.00811574,0.00649259,0.00162315,0.01551736,0.00283174,0.01268562,0,0,0,0,0,0,0.23113517,0.18371591,0.04741926,0.00311478,0.00200653,0.00110825,0.30973102,0.20541637,0.10431465,0,0
289,1508100,2.40334075,2013,15,Tucuruí,1508100,289,2030,2013,BR,1508100,1508100,TucuruÃ­,Tucuruí,PA - Tucuruí,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.3241643,0.06483286,0.25933144,0.00010995,8.796e-05,2.199e-05,0.00250197,0.00084615,0.00165582,5.83e-05,2.662e-05,3.168e-05,0,0,0,0.05548096,0.0441342,0.01134675,0.01144884,0.0068693,0.00457954,0.39376432,0.1167971,0.27696722,0,0
290,1508126,3.74845405,2013,15,Ulianópolis,1508126,290,2030,2013,BR,1508126,1508126,UlianÃ³polis,Ulianópolis,PA - Ulianópolis,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.14183323,0.02836665,0.11346659,0.01859144,0.01487315,0.00371829,0.36416885,0.36005139,0.00411747,0,0,0,0,0,0,0.05524526,0.04345539,0.01178987,0.37810322,0.33779751,0.04030572,0.95794201,0.78454408,0.17339793,0,0
291,1508159,5.61085731,2013,15,Uruará,1508159,291,2030,2013,BR,1508159,1508159,UruarÃ¡,Uruará,PA - Uruará,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.07576904,0.01515381,0.06061523,0.02035764,0.01628611,0.00407153,0.00118874,0.00022025,0.00096849,3.081e-05,1.407e-05,1.674e-05,0,0,0,0.33856804,0.27008401,0.06848403,0.00346601,0.00239095,0.00107506,0.43938027,0.3041492,0.13523107,0,0
292,1508209,1.60427358,2013,15,Vigia,1508209,292,2030,2013,BR,1508209,1508209,Vigia,Vigia,PA - Vigia,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.09098407,0.01819681,0.07278726,0.02279977,0.01823981,0.00455995,0.00790477,0.00262817,0.0052766,0.00173908,0.00079408,0.00094499,0,0,0,0.00395596,0.00299565,0.0009603,0.01981453,0.01188872,0.00792581,0.14719818,0.05474326,0.09245492,0,0
293,1508308,5.91407891,2013,15,Viseu,1508308,293,2030,2013,BR,1508308,1508308,Viseu,Viseu,PA - Viseu,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.06053539,0.01210708,0.04842831,0.04990394,0.03992315,0.00998079,0.00010116,2.148e-05,7.968e-05,0.00194221,0.00033018,0.00161204,0,0,0,0.05505647,0.0439014,0.01115507,0.0081311,0.00490473,0.00322637,0.17567026,0.10118801,0.07448225,0,0
294,1508357,3.06376213,2013,15,Vitória do Xingu,1508357,294,2030,2013,BR,1508357,1508357,VitÃ³ria do Xingu,Vitória do Xingu,PA - Vitória do Xingu,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.02627977,0.00525595,0.02102382,0.0092338,0.00738704,0.00184676,0.0013661,0.00054977,0.00081633,9.7e-07,4.4e-07,5.3e-07,0,0,0,0.16629396,0.1328832,0.03341076,0.01230044,0.00909637,0.00320406,0.21547504,0.15517278,0.06030226,0,0
295,1508407,4.63335912,2013,15,Xinguara,1508407,295,2030,2013,BR,1508407,1508407,Xinguara,Xinguara,PA - Xinguara,ParÃ¡,Pará,PA,REGIÃƒO NORTE,REGIÃO NORTE,0.04259362,0.00851872,0.0340749,0.00858912,0.0068713,0.00171782,0.08708323,0.00886211,0.07822111,0,0,0,0,0,0,0.40328556,0.32140704,0.08187852,0.00118485,0.0007568,0.00042806,0.54273638,0.34641597,0.19632041,0,0
296,1600055,6.16862198,2013,16,Serra do Navio,1600055,296,2030,2013,BR,1600055,1600055,Serra do Navio,Serra do Navio,AP - Serra do Navio,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.01729173,0.00345835,0.01383338,0.0035952,0.00287616,0.00071904,0.00019875,4.644e-05,0.00015231,0,0,0,0,0,0,0.00349932,0.00251629,0.00098302,0,0,0,0.02458499,0.00889723,0.01568776,0,0
297,1600105,6.36546749,2013,16,Amapá,1600105,297,2030,2013,BR,1600105,1600105,AmapÃ¡,Amapá,AP - Amapá,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.05489291,0.01097858,0.04391433,0.00082465,0.00065972,0.00016493,5.252e-05,1.057e-05,4.195e-05,0,0,0,0,0,0,0.07146727,0.05473756,0.01672971,0.00056343,0.00033806,0.00022537,0.12780079,0.0667245,0.06107629,0,0
298,1600154,6.67338804,2013,16,Pedra Branca do Amapari,1600154,298,2030,2013,BR,1600154,1600154,Pedra Branca do Amapari,Pedra Branca do Amapari,AP - Pedra Branca do Amapari,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.03634477,0.00726895,0.02907581,0.01066551,0.00853241,0.0021331,0.00025539,5.108e-05,0.00020431,0.23511784,0.05975576,0.17536207,0,0,0,0.00854322,0.00639796,0.00214526,0.00015802,0.00014633,1.169e-05,0.29108475,0.08215249,0.20893226,0,0
299,1600204,8.66436574,2013,16,Calçoene,1600204,299,2030,2013,BR,1600204,1600204,CalÃ§oene,Calçoene,AP - Calçoene,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.05228685,0.01045737,0.04182948,0.00246817,0.00197454,0.00049363,0.00144708,0.00028951,0.00115757,0.00099513,0.00045439,0.00054074,0,0,0,0.02015307,0.01553041,0.00462265,0.00104538,0.00062723,0.00041815,0.07839569,0.02933345,0.04906224,0,0
300,1600212,2.99608826,2013,16,Cutias,1600212,300,2030,2013,BR,1600212,1600212,Cutias,Cutias,AP - Cutias,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.0148147,0.00296294,0.01185176,0.00335793,0.00268634,0.00067159,0,0,0,0,0,0,0,0,0,0.09209586,0.07292777,0.01916809,0,0,0,0.11026848,0.07857705,0.03169144,0,0
301,1600238,4.9787878,2013,16,Ferreira Gomes,1600238,301,2030,2013,BR,1600238,1600238,Ferreira Gomes,Ferreira Gomes,AP - Ferreira Gomes,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.04284144,0.00856829,0.03427315,0.00336227,0.00268981,0.00067245,1.157e-05,2.31e-06,9.26e-06,0.00098204,0.00044841,0.00053363,0,0,0,0.01794719,0.01400817,0.00393903,0.04365698,0.03096357,0.01269341,0.1088015,0.05668057,0.05212094,0,0
302,1600253,2.58818192,2013,16,Itaubal,1600253,302,2030,2013,BR,1600253,1600253,Itaubal,Itaubal,AP - Itaubal,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.00856755,0.00171351,0.00685404,0.00529803,0.00423843,0.00105961,0,0,0,0,0,0,0,0,0,0.02816531,0.02202027,0.00614504,0.00428848,0.00350035,0.00078813,0.04631937,0.03147255,0.01484682,0,0
303,1600279,14.19230563,2013,16,Laranjal do Jari,1600279,303,2030,2013,BR,1600279,1600279,Laranjal do Jari,Laranjal do Jari,AP - Laranjal do Jari,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.21159932,0.04231986,0.16927946,0.00198929,0.00159144,0.00039786,2.715e-05,1.558e-05,1.158e-05,5.036e-05,2.299e-05,2.736e-05,0,0,0,0.01011505,0.0076747,0.00244035,0.00029658,0.00027463,2.195e-05,0.22407776,0.0518992,0.17217855,0,0
304,1600303,7.695209,2013,16,Macapá,1600303,304,2030,2013,BR,1600303,1600303,MacapÃ¡,Macapá,AP - Macapá,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,4.38721849,0.8774437,3.50977479,0.03276476,0.02621181,0.00655295,0.01393868,0.00484487,0.00909381,0.0009922,0.00045305,0.00053915,0,0,0,0.07873676,0.05968964,0.01904712,0.06910659,0.04246391,0.02664268,4.58275748,1.01110697,3.57165051,0,0
305,1600402,6.65019929,2013,16,Mazagão,1600402,305,2030,2013,BR,1600402,1600402,MazagÃ£o,Mazagão,AP - Mazagão,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.06948704,0.01389741,0.05558963,0.01929398,0.01543519,0.0038588,0.00022516,4.755e-05,0.00017761,0.00534598,0.00144205,0.00390393,0,0,0,0.01806095,0.01405346,0.00400749,0.04747617,0.03030625,0.01716992,0.15988928,0.0751819,0.08470738,0,0
306,1600501,9.16689497,2013,16,Oiapoque,1600501,306,2030,2013,BR,1600501,1600501,Oiapoque,Oiapoque,AP - Oiapoque,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.19529567,0.03905913,0.15623653,0.00892506,0.00714005,0.00178501,0.00142789,0.00028621,0.00114169,0.00043883,0.00020038,0.00023846,0,0,0,0.01126289,0.00850536,0.00275753,4.801e-05,4.446e-05,3.55e-06,0.21739834,0.05523558,0.16216277,0,0
307,1600535,5.37832156,2013,16,Porto Grande,1600535,307,2030,2013,BR,1600535,1600535,Porto Grande,Porto Grande,AP - Porto Grande,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.13376059,0.02675212,0.10700847,0.01346354,0.01077083,0.00269271,0.00058494,0.00011764,0.0004673,0.00700035,0.00154108,0.00545927,0,0,0,0.01896102,0.01454028,0.00442073,0.11358878,0.06851305,0.04507573,0.28735922,0.122235,0.16512422,0,0
308,1600550,4.8476089,2013,16,Pracuúba,1600550,308,2030,2013,BR,1600550,1600550,PracuÃºba,Pracuúba,AP - Pracuúba,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.01122707,0.00224541,0.00898166,0.00291811,0.00233449,0.00058362,0,0,0,0,0,0,0,0,0,0.03113384,0.02418685,0.00694699,0,0,0,0.04527903,0.02876676,0.01651227,0,0
309,1600600,2.12494901,2013,16,Santana,1600600,309,2030,2013,BR,1600600,1600600,Santana,Santana,AP - Santana,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.68537097,0.13707419,0.54829677,3.762e-05,3.009e-05,7.52e-06,0.04440946,0.01401655,0.0303929,5.683e-05,2.595e-05,3.088e-05,0,0,0,0.02400918,0.01862377,0.00538541,0.03190789,0.01914473,0.01276316,0.78579194,0.18891529,0.59687664,0,0
310,1600709,3.92819929,2013,16,Tartarugalzinho,1600709,310,2030,2013,BR,1600709,1600709,Tartarugalzinho,Tartarugalzinho,AP - Tartarugalzinho,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.07183906,0.01436781,0.05747124,0.01163918,0.00931134,0.00232784,0.00014416,1.802e-05,0.00012614,0,0,0,0,0,0,0.04351562,0.03385455,0.00966107,0,0,0,0.12713801,0.05755172,0.06958629,0,0
311,1600808,2.82907103,2013,16,Vitória do Jari,1600808,311,2030,2013,BR,1600808,1600808,VitÃ³ria do Jari,Vitória do Jari,AP - Vitória do Jari,AmapÃ¡,Amapá,AP,REGIÃƒO NORTE,REGIÃO NORTE,0.04525426,0.00905085,0.03620341,0.00333044,0.00266435,0.00066609,1.181e-05,2.18e-06,9.62e-06,0.04141934,0.01891255,0.02250679,0,0,0,0.00883945,0.00671992,0.00211953,5.273e-05,3.164e-05,2.109e-05,0.09890802,0.03738149,0.06152653,0,0
312,1700251,3.4937977,2013,17,Abreulândia,1700251,312,2030,2013,BR,1700251,1700251,AbreulÃ¢ndia,Abreulândia,TO - Abreulândia,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00442327,0.00088465,0.00353861,0.00098611,0.00078889,0.00019722,0,0,0,0,0,0,0,0,0,0.04747862,0.03666588,0.01081274,0.001102,0.00099751,0.00010449,0.05399,0.03933693,0.01465307,0,0
313,1700301,0.6793842,2013,17,Aguiarnópolis,1700301,313,2030,2013,BR,1700301,1700301,AguiarnÃ³polis,Aguiarnópolis,TO - Aguiarnópolis,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.0168254,0.00336508,0.01346032,0.00086458,0.00069167,0.00017292,0.05642884,0.00703774,0.04939111,0.00010787,4.925e-05,5.862e-05,0,0,0,0.01890535,0.01384704,0.00505831,0.1465329,0.08920348,0.05732941,0.23966494,0.11419426,0.12547068,0,0
314,1700350,2.45146407,2013,17,Aliança do Tocantins,1700350,314,2030,2013,BR,1700350,1700350,AlianÃ§a do Tocantins,Aliança do Tocantins,TO - Aliança do Tocantins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00582996,0.00116599,0.00466397,0.00080556,0.00064444,0.00016111,0.00067318,0.00013464,0.00053855,0,0,0,0,0,0,0.0642953,0.05040672,0.01388858,0.03194749,0.02763554,0.00431195,0.10355149,0.07998734,0.02356415,0,0
315,1700400,4.17953856,2013,17,Almas,1700400,315,2030,2013,BR,1700400,1700400,Almas,Almas,TO - Almas,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00861017,0.00172203,0.00688813,0.001125,0.0009,0.000225,0.00077904,0.00015694,0.0006221,0,0,0,0,0,0,0.04475381,0.0348125,0.00994131,0.01013057,0.00938091,0.00074966,0.06539859,0.04697239,0.01842621,0,0
316,1700707,1.86076077,2013,17,Alvorada,1700707,316,2030,2013,BR,1700707,1700707,Alvorada,Alvorada,TO - Alvorada,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01388228,0.00277646,0.01110582,0.00051157,0.00040926,0.00010231,0.03028839,0.0038014,0.02648699,6.42e-05,2.932e-05,3.489e-05,0,0,0,0.05245551,0.04109233,0.01136319,0.0226455,0.02096973,0.00167577,0.11984745,0.06907849,0.05076897,0,0
317,1701002,2.06415971,2013,17,Ananás,1701002,317,2030,2013,BR,1701002,1701002,AnanÃ¡s,Ananás,TO - Ananás,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01654195,0.00330839,0.01323356,0.00127778,0.00102222,0.00025556,9.058e-05,3.008e-05,6.05e-05,0,0,0,0,0,0,0.07507711,0.05890921,0.0161679,0.12003588,0.0890778,0.03095808,0.2130233,0.15234771,0.0606756,0,0
318,1701051,0.96059968,2013,17,Angico,1701051,318,2030,2013,BR,1701051,1701051,Angico,Angico,TO - Angico,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00801246,0.00160249,0.00640996,0.00124421,0.00099537,0.00024884,0,0,0,0,0,0,0,0,0,0.01948993,0.01510955,0.00438038,0.00392378,0.00265509,0.00126869,0.03267038,0.02036249,0.01230789,0,0
319,1701101,1.7555507,2013,17,Aparecida do Rio Negro,1701101,319,2030,2013,BR,1701101,1701101,Aparecida do Rio Negro,Aparecida do Rio Negro,TO - Aparecida do Rio Negro,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00915681,0.00183136,0.00732545,0.00078241,0.00062593,0.00015648,0.00207167,0.00083194,0.00123973,0.00043483,0.00019855,0.00023628,0,0,0,0.02510686,0.01954785,0.00555902,0.0303992,0.01823952,0.01215968,0.06795177,0.04127514,0.02667663,0,0
320,1701309,2.35996438,2013,17,Aragominas,1701309,320,2030,2013,BR,1701309,1701309,Aragominas,Aragominas,TO - Aragominas,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00477238,0.00095448,0.0038179,0.00385069,0.00308056,0.00077014,0,0,0,0,0,0,0,0,0,0.07993244,0.0628542,0.01707824,0.00064274,0.00048206,0.00016069,0.08919825,0.06737129,0.02182697,0,0
321,1701903,2.71624625,2013,17,Araguacema,1701903,321,2030,2013,BR,1701903,1701903,Araguacema,Araguacema,TO - Araguacema,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.011171,0.0022342,0.0089368,0.00507176,0.00405741,0.00101435,2e-06,9.4e-07,1.07e-06,0,0,0,0,0,0,0.05802379,0.04545076,0.01257303,0.00153798,0.00142417,0.00011381,0.07580653,0.05316748,0.02263906,0,0
322,1702000,4.16270169,2013,17,Araguaçu,1702000,322,2030,2013,BR,1702000,1702000,AraguaÃ§u,Araguaçu,TO - Araguaçu,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01204518,0.00240904,0.00963614,0.00300579,0.00240463,0.00060116,4.478e-05,9.17e-06,3.561e-05,0,0,0,0,0,0,0.27308574,0.21344669,0.05963905,0.05844592,0.05412093,0.004325,0.34662741,0.27239045,0.07423696,0,0
323,1702109,4.49022543,2013,17,Araguaína,1702109,323,2030,2013,BR,1702109,1702109,AraguaÃ­na,Araguaína,TO - Araguaína,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.53814504,0.10762901,0.43051603,0.00316319,0.00253056,0.00063264,0.14343435,0.0244837,0.11895066,0.00135772,0.00061995,0.00073777,0,0,0,0.21475445,0.16876453,0.04598992,0.06789909,0.04371609,0.02418301,0.96875385,0.34774383,0.62101002,0,0
324,1702158,2.03879382,2013,17,Araguanã,1702158,324,2030,2013,BR,1702158,1702158,AraguanÃ£,Araguanã,TO - Araguanã,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00980533,0.00196107,0.00784427,0.00165625,0.001325,0.00033125,0,0,0,0,0,0,0,0,0,0.08837973,0.07013209,0.01824764,4.224e-05,3.911e-05,3.13e-06,0.09988355,0.07345727,0.02642628,0,0
325,1702208,3.16509018,2013,17,Araguatins,1702208,325,2030,2013,BR,1702208,1702208,Araguatins,Araguatins,TO - Araguatins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.06583677,0.01316735,0.05266942,0.0128669,0.01029352,0.00257338,0.00133718,0.00021422,0.00112296,0.00034682,0.00015836,0.00018846,0,0,0,0.11351922,0.08806541,0.02545381,0.05632277,0.04413879,0.01218398,0.25022967,0.15603766,0.09419201,0,0
326,1702307,1.94010498,2013,17,Arapoema,1702307,326,2030,2013,BR,1702307,1702307,Arapoema,Arapoema,TO - Arapoema,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00912984,0.00182597,0.00730387,0.00101157,0.00080926,0.00020231,0.00093096,0.00033319,0.00059778,0,0,0,0,0,0,0.14321867,0.11089246,0.03232621,0,0,0,0.15429104,0.11386087,0.04043017,0,0
327,1702406,4.47515265,2013,17,Arraias,1702406,327,2030,2013,BR,1702406,1702406,Arraias,Arraias,TO - Arraias,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01838404,0.00367681,0.01470723,0.00234954,0.00187963,0.00046991,0.00040072,0.00022213,0.00017859,0.01151356,0.00525723,0.00625634,0,0,0,0.16217987,0.12664523,0.03553463,0.4212358,0.37928642,0.04194938,0.61606351,0.51696744,0.09909607,0,0
328,1702554,1.20178171,2013,17,Augustinópolis,1702554,328,2030,2013,BR,1702554,1702554,AugustinÃ³polis,Augustinópolis,TO - Augustinópolis,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.03245396,0.00649079,0.02596317,0.00280324,0.00224259,0.00056065,0.00533416,0.0018428,0.00349136,0,0,0,0,0,0,0.05056964,0.03917544,0.01139421,0.00296708,0.00178025,0.00118683,0.09412807,0.05153187,0.04259621,0,0
329,1702703,1.89248276,2013,17,Aurora do Tocantins,1702703,329,2030,2013,BR,1702703,1702703,Aurora do Tocantins,Aurora do Tocantins,TO - Aurora do Tocantins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00722705,0.00144541,0.00578164,0.00079398,0.00063519,0.0001588,4.838e-05,1.027e-05,3.811e-05,0,0,0,0,0,0,0.04723351,0.0366841,0.01054941,0,0,0,0.05530292,0.03877497,0.01652795,0,0
330,1702901,0.60161549,2013,17,Axixá do Tocantins,1702901,330,2030,2013,BR,1702901,1702901,AxixÃ¡ do Tocantins,Axixá do Tocantins,TO - Axixá do Tocantins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01597235,0.00319447,0.01277788,0.00324074,0.00259259,0.00064815,0,0,0,0,0,0,0,0,0,0.03035807,0.02361947,0.0067386,0.01578991,0.00967373,0.00611618,0.06536107,0.03908026,0.02628081,0,0
331,1703008,2.17636499,2013,17,Babaçulândia,1703008,331,2030,2013,BR,1703008,1703008,BabaÃ§ulÃ¢ndia,Babaçulândia,TO - Babaçulândia,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.0113915,0.0022783,0.0091132,0.00439005,0.00351204,0.00087801,8.8e-06,1.87e-06,6.93e-06,0.00036791,0.00016799,0.00019992,0,0,0,0.05190624,0.03942088,0.01248536,0.03930904,0.02434786,0.01496117,0.10737353,0.06972894,0.03764459,0,0
332,1703057,2.57168502,2013,17,Bandeirantes do Tocantins,1703057,332,2030,2013,BR,1703057,1703057,Bandeirantes do Tocantins,Bandeirantes do Tocantins,TO - Bandeirantes do Tocantins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00470085,0.00094017,0.00376068,0.00153704,0.00122963,0.00030741,1.979e-05,4.2e-06,1.559e-05,0.01847918,0.00843781,0.01004138,0,0,0,0.14865341,0.11510555,0.03354786,0,0,0,0.17339027,0.12571736,0.04767291,0,0
333,1703073,1.96595864,2013,17,Barra do Ouro,1703073,333,2030,2013,BR,1703073,1703073,Barra do Ouro,Barra do Ouro,TO - Barra do Ouro,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00656327,0.00131265,0.00525062,0.00243287,0.0019463,0.00048657,1.266e-05,1.266e-05,0,0,0,0,0,0,0,0.02125467,0.01636442,0.00489025,5.178e-05,4.795e-05,3.83e-06,0.03031526,0.01968398,0.01063128,0,0
334,1703107,1.63509422,2013,17,Barrolândia,1703107,334,2030,2013,BR,1703107,1703107,BarrolÃ¢ndia,Barrolândia,TO - Barrolândia,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01182009,0.00236402,0.00945607,0.00093056,0.00074444,0.00018611,7.72e-06,2.22e-06,5.5e-06,0,0,0,0,0,0,0.05276763,0.04079057,0.01197706,0.00888516,0.00818944,0.00069572,0.07441116,0.0520907,0.02232046,0,0
335,1703206,1.5884746,2013,17,Bernardo Sayão,1703206,335,2030,2013,BR,1703206,1703206,Bernardo SayÃ£o,Bernardo Sayão,TO - Bernardo Sayão,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.0052625,0.0010525,0.00421,0.00181829,0.00145463,0.00036366,0.00442462,0.00159286,0.00283176,0,0,0,0,0,0,0.0960906,0.07433783,0.02175277,0.00127462,0.0011803,9.432e-05,0.10887062,0.07961812,0.02925251,0,0
336,1703305,2.38698035,2013,17,Bom Jesus do Tocantins,1703305,336,2030,2013,BR,1703305,1703305,Bom Jesus do Tocantins,Bom Jesus do Tocantins,TO - Bom Jesus do Tocantins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01973481,0.00394696,0.01578785,0.0012963,0.00103704,0.00025926,0.00014438,2.888e-05,0.0001155,0,0,0,0,0,0,0.02643863,0.02056138,0.00587725,0,0,0,0.04761412,0.02557426,0.02203986,0,0
337,1703602,1.36845582,2013,17,Brasilândia do Tocantins,1703602,337,2030,2013,BR,1703602,1703602,BrasilÃ¢ndia do Tocantins,Brasilândia do Tocantins,TO - Brasilândia do Tocantins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.00344563,0.00068913,0.00275651,0.00050694,0.00040556,0.00010139,0,0,0,0,0,0,0,0,0,0.0364582,0.02820327,0.00825492,0,0,0,0.04041077,0.02929796,0.01111282,0,0
338,1703701,2.44215504,2013,17,Brejinho de Nazaré,1703701,338,2030,2013,BR,1703701,1703701,Brejinho de NazarÃ©,Brejinho de Nazaré,TO - Brejinho de Nazaré,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01230376,0.00246075,0.00984301,0.00096528,0.00077222,0.00019306,5.97e-05,7.62e-06,5.208e-05,0,0,0,0,0,0,0.05253544,0.04074187,0.01179357,0.39645781,0.36711993,0.02933788,0.46232199,0.41110239,0.0512196,0,0
339,1703800,0.7078101,2013,17,Buriti do Tocantins,1703800,339,2030,2013,BR,1703800,1703800,Buriti do Tocantins,Buriti do Tocantins,TO - Buriti do Tocantins,Tocantins,Tocantins,TO,REGIÃƒO NORTE,REGIÃO NORTE,0.01600993,0.00320199,0.01280794,0.00366551,0.00293241,0.0007331,0.00156905,0.00057241,0.00099664,0,0,0,0,0,0,0.02133555,0.01658163,0.00475393,0.00064639,0.00059855,4.783e-05,0.04322643,0.02388698,0.01933944,0,0
